---,Name,MaleRaceTemplate,FemaleRaceTemplate,EquipmentTemplates,ProfessionTemplate,StatTemplate,StatModifierTemplate,ComboPresets,NPCClass,BehaviorTree,AIController,NPCBehaviorParameters,LootTable,DistanceThresholdRangedWeapon,DistanceThresholdMeleeWeapon,BlockActionMinDuration,BlockOnAttackedMinDuration,BlockMaxDuration,BlockChance,BlockChanceWhenAttacked
Black_Hand_Alchemist_3_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Kushite_Name"", ""Kushite Alchemist III"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Alchemist_3_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Nordheimer_Name"", ""Nordheimer Alchemist III"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Alchemist_3_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Shemite_Name"", ""Shemite Alchemist III"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Alchemist_3_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Stygian_Name"", ""Stygian Alchemist III"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Alchemist_3_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Zamorian_Name"", ""Zamorian Alchemist III"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Alchemist_3_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Alchemist_3_Zingarian_Name"", ""Zingaran Alchemist III"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Armor_Alchemist_High"",""Generic_Weapon_Alchemist"")","Alchemist_3","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T3.P_M_Blackhand_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Cimmerian_Name"", ""Cimmerian Archer I"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Darfari_Name"", ""Darfari Archer I"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Hyborian_Name"", ""Hyborian Archer I"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Hyrkanian_Name"", ""Hyrkanian Archer I"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Kushite_Name"", ""Kushite Archer I"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Nordheimer_Name"", ""Nordheimer Archer I"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Shemite_Name"", ""Shemite Archer I"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Stygian_Name"", ""Stygian Archer I"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Zamorian_Name"", ""Zamorian Archer I"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_1_Zingarian_Name"", ""Zingaran Archer I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Light"",""BlackHand_Weapon_Crossbow"")","Archer_1","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T1.P_M_Blackhand_T1',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Cimmerian_Name"", ""Cimmerian Archer II"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Darfari_Name"", ""Darfari Archer II"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Hyborian_Name"", ""Hyborian Archer II"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Hyrkanian_Name"", ""Hyrkanian Archer II"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Kushite_Name"", ""Kushite Archer II"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Nordheimer_Name"", ""Nordheimer Archer II"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Shemite_Name"", ""Shemite Archer II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Stygian_Name"", ""Stygian Archer II"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Zamorian_Name"", ""Zamorian Archer II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Black_Hand_Archer_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Black_Hand_Archer_2_Zingarian_Name"", ""Zingaran Archer II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""BlackHand_Armor_Warrior_Medium"",""BlackHand_Weapon_Crossbow"")","Archer_2","All Thralls Base","(""Blackhand_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Blackhand_T2.P_M_Blackhand_T2',RowName="""")","900.000000","400.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
