---,FeatName,Description,Icon,IconOverlay,GiveOnSpawn,LevelRequirement,FeatCost,Categories,PrerequisiteFeat,RewardRecipe,ShowInFeatWindow,CornerStoneLevel,DLCPackage
90101,"NSLOCTEXT("""", ""FeatTable_90101_FeatName"", ""Journeyman Mason"")","NSLOCTEXT("""", ""FeatTable_90101_Description"", ""XX_Desc: Journeyman Mason"")","/Game/UI/Textures/Icons/icon_t2_foundation.icon_t2_foundation","None","False","20","5","(Construction)","(2,51000)","(90101,90103,90102,90107,90104,90108,90109,90106,90111,90118,90114,90113,90115,90117,90245,90250,90246,90251,90254,90248,90253,90258,90255,90244,90256,90257,90249,90243,90024,90027,90049,90051,90295,90297,90300,90302,11108)","True","11","None"
90105,"NSLOCTEXT("""", ""FeatTable_90105_FeatName"", ""Journeyman Stair-maker"")","NSLOCTEXT("""", ""FeatTable_90105_Description"", ""XX_Desc: Journeyman Stair-maker"")","/Game/UI/Textures/Icons/icon_t2_stairs.icon_t2_stairs","None","False","23","2","(Construction)","(90101,90005)","(90105,90247,90070,90072,90078,90080,90308,90309,90312,90313)","True","0","None"
90106,"NSLOCTEXT("""", ""FeatTable_90106_FeatName"", ""Journeyman Roofer"")","NSLOCTEXT("""", ""FeatTable_90106_Description"", ""XX_Desc: Journeyman Roofer"")","/Game/UI/Textures/Icons/icon_tier2_roof_sloped_top_end.icon_tier2_roof_sloped_top_end","None","False","25","2","(Construction)","(90101)","(90030,90033,90036,90039,90042,90045,90053,90055,90057,90059,90061,90063,90317,90319)","True","0","None"
90110,"NSLOCTEXT("""", ""FeatTable_90110_FeatName"", ""Journeyman Fence-maker"")","NSLOCTEXT("""", ""FeatTable_90110_Description"", ""XX_Desc: Journeyman Fence-maker"")","/Game/UI/Textures/Icons/icon_t2_fence.icon_t2_fence","None","False","26","2","(Construction)","(90101,90010)","(90110,90120,90252,90260)","True","0","None"
90121,"NSLOCTEXT("""", ""FeatTable_90121_FeatName"", ""Gatekeeper"")","NSLOCTEXT("""", ""FeatTable_90121_Description"", ""XX_Desc: Gatekeeper"")","/Game/UI/Textures/Icons/icon_t2_gate_frame.icon_t2_gate_frame","None","False","27","3","(Construction)","(90101)","(90121,90122,90261,90262)","True","0","None"
90201,"NSLOCTEXT("""", ""FeatTable_90201_FeatName"", ""Master Mason"")","NSLOCTEXT("""", ""FeatTable_90201_Description"", ""XX_Desc: Master Mason"")","/Game/UI/Textures/Icons/icon_t3_foundation.icon_t3_foundation","None","False","30","7","(Construction)","(90101,52000)","(90201,90203,90202,90207,90204,90219,90209,90206,90211,90218,90214,90213,90215,90217,90265,90270,90266,90263,90271,90274,90268,90273,90278,90275,90264,90276,90277,90269,90046,90043,90050,90052,90025,90028,90296,90298,90301,90303)","True","12","None"
90208,"NSLOCTEXT("""", ""FeatTable_90208_FeatName"", ""Master Stair-maker"")","NSLOCTEXT("""", ""FeatTable_90208_Description"", ""XX_Desc: Master Stair-maker"")","/Game/UI/Textures/Icons/icon_t3_stairs.icon_t3_stairs","None","False","33","2","(Construction)","(90201,90105)","(90205,90267,90071,90073,90079,90081,90310,90311,90314,90315)","True","0","None"
90209,"NSLOCTEXT("""", ""FeatTable_90209_FeatName"", ""Master Roofer"")","NSLOCTEXT("""", ""FeatTable_90209_Description"", ""XX_Desc: Master Roofer"")","/Game/UI/Textures/Icons/icon_tier3_roof_sloped_top_end.icon_tier3_roof_sloped_top_end","None","False","35","2","(Construction)","(90201,90106)","(90031,90034,90037,90040,90043,90046,90054,90056,90058,90060,90062,90064,90318,90320)","True","0","None"
90210,"NSLOCTEXT("""", ""FeatTable_90210_FeatName"", ""Master Fence-maker"")","NSLOCTEXT("""", ""FeatTable_90210_Description"", ""XX_Desc: Master Fence-maker"")","/Game/UI/Textures/Icons/icon_t3_fence.icon_t3_fence","None","False","36","2","(Construction)","(90201,90110)","(90210,90220,90272,90280)","True","0","None"
90225,"NSLOCTEXT("""", ""FeatTable_90225_FeatName"", ""Elevators"")","NSLOCTEXT("""", ""FeatTable_90225_Description"", ""XX_Desc: Elevators"")","/Game/UI/Textures/Icons/icon_elevator_vertical.icon_elevator_vertical","None","False","19","2","(Construction)","(2,11)","(90225,90226)","True","0","None"
90227,"NSLOCTEXT("""", ""FeatTable_90227_FeatName"", ""Master Gatekeeper"")","NSLOCTEXT("""", ""FeatTable_90227_Description"", ""XX_Desc: Master Gatekeeper"")","/Game/UI/Textures/Icons/icon_t3_gate_frame.icon_t3_gate_frame","None","False","39","4","(Construction)","(90201,90121)","(90221,90222,90224,90282,90281)","True","0","None"
90228,"NSLOCTEXT("""", ""FeatTable_90228_FeatName"", ""Siege Cauldron"")","NSLOCTEXT("""", ""FeatTable_90228_Description"", ""XX_Desc: Siege Cauldron"")","/Game/UI/Textures/Icons/icon_siege_defence_cauldron.icon_siege_defence_cauldron","None","False","35","4","(Construction)","(90201)","(90227,90223,90283)","True","0","None"
90284,"NSLOCTEXT("""", ""FeatTable_90284_FeatName"", ""Apprentice Hatchmaker"")","NSLOCTEXT("""", ""FeatTable_90284_Description"", ""XX_Desc: Apprentice Hatchmaker"")","/Game/UI/Textures/Icons/icon_t1_trapdoor_frame.icon_t1_trapdoor_frame","None","False","19","2","(Construction)","(2)","(90284,90289,80811)","True","0","None"
90285,"NSLOCTEXT("""", ""FeatTable_90285_FeatName"", ""Journeyman Hatchmaker"")","NSLOCTEXT("""", ""FeatTable_90285_Description"", ""XX_Desc: Journeyman Hatchmaker"")","/Game/UI/Textures/Icons/icon_t2_trappdoor_frame.icon_t2_trappdoor_frame","None","False","29","3","(Construction)","(90101,90284)","(90285,90287,90290,90292)","True","0","None"
90286,"NSLOCTEXT("""", ""FeatTable_90286_FeatName"", ""Master Hatchmaker"")","NSLOCTEXT("""", ""FeatTable_90286_Description"", ""XX_Desc: Master Hatchmaker"")","/Game/UI/Textures/Icons/icon_t3_trapdoor_frame.icon_t3_trapdoor_frame","None","False","39","4","(Construction)","(90201,90285)","(90286,90288,90291,90293)","True","0","None"
90304,"NSLOCTEXT("""", ""FeatTable_90304_FeatName"", ""Struts"")","NSLOCTEXT("""", ""FeatTable_90304_Description"", ""XX_Desc: Struts"")","/Game/UI/Textures/Icons/icon_wall_support_strut.icon_wall_support_strut","None","False","13","2","(Construction)","(2)","(90304,90305)","True","0","None"
90323,"NSLOCTEXT("""", ""FeatTable_90323_FeatName"", ""Pontoons"")","NSLOCTEXT("""", ""FeatTable_90323_Description"", ""XX_Desc: Pontoons"")","/Game/UI/Textures/Icons/icon_wooden_pontoon_foundation_T2.icon_wooden_pontoon_foundation_T2","None","False","20","2","(Construction)","(90101)","(90323,90324,11074)","False","0","None"
90325,"NSLOCTEXT("""", ""FeatTable_90325_FeatName"", ""Reinforced Pontoons"")","NSLOCTEXT("""", ""FeatTable_90325_Description"", ""XX_Desc: Reinforced Pontoons"")","/Game/UI/Textures/Icons/icon_wooden_pontoon_foundation_T3.icon_wooden_pontoon_foundation_T3","None","False","30","2","(Construction)","(90201,90323)","(90325,90326)","False","0","None"
95000,"NSLOCTEXT("""", ""FeatTable_95000_FeatName"", ""Dredger"")","NSLOCTEXT("""", ""FeatTable_95000_Description"", ""XX_Desc: Dredger"")","/Game/UI/Textures/Icons/icon_sewer_dungeon_feat.icon_sewer_dungeon_feat","None","False","10","0","(Survival)","(1)","(41035,53102,14197,80539,80540,13600)","False","0","None"
95001,"NSLOCTEXT("""", ""FeatTable_95001_FeatName"", ""Herpetology"")","NSLOCTEXT("""", ""FeatTable_95001_Description"", ""XX_Desc: Herpetology"")","/Game/UI/Textures/Icons/icon_crocodile_armor_chestpiece.icon_crocodile_armor_chestpiece","None","False","30","0","(Armor)","(8)","(52018,52017,52019,52016,52020)","False","0","None"
95002,"NSLOCTEXT("""", ""FeatTable_95002_FeatName"", ""Abysmal Sword"")","NSLOCTEXT("""", ""FeatTable_95002_Description"", ""XX_Desc: Abysmal Sword"")","/Game/UI/Textures/Icons/icon_sewerbeast_sword.icon_sewerbeast_sword","None","False","30","0","(Combat)","","(51958)","False","100","None"
95003,"NSLOCTEXT("""", ""FeatTable_95003_FeatName"", ""Totems"")","NSLOCTEXT("""", ""FeatTable_95003_Description"", ""XX_Desc: Totems"")","/Game/UI/Textures/Icons/icon_major_totem_a.icon_major_totem_a","None","False","10","0","(Decoration)","(80200)","(88893,88894,88895,88896)","False","0","None"
95004,"NSLOCTEXT("""", ""FeatTable_95004_FeatName"", ""Abysmal Dagger"")","NSLOCTEXT("""", ""FeatTable_95004_Description"", ""XX_Desc: Abysmal Dagger"")","/Game/UI/Textures/Icons/icon_sewerbeast_dagger.icon_sewerbeast_dagger","None","False","30","0","(Combat)","","(51957)","False","0","None"
95005,"NSLOCTEXT("""", ""FeatTable_95005_FeatName"", ""Abysmal Arrows"")","NSLOCTEXT("""", ""FeatTable_95005_Description"", ""XX_Desc: Abysmal Arrows"")","/Game/UI/Textures/Icons/icon_sewerbeast_arrow.icon_sewerbeast_arrow","None","False","30","0","(Combat)","","(53652)","False","0","None"
